gender,region,degree_type,parent_education,medium_of_instruction,internet_quality,coaching_enrolled,financial_stress,num_subjects,study_hours_per_week,attendance_rate,sleep_hours_avg,extracurricular_count,prev_cgpa,internal_marks_pct,assignment_completion_pct,ai_reliance,independent_after_ai,ai_anxiety,verify_ai_answers,reduced_thinking_effort,ai_assignment_pct,multitask_studying,shortform_consumption,doomscroll_sleep,nonstudy_screen_time,ai_usage_frequency,ai_authenticity_risk,stylometric_consistency,comprehension_depth,reasoning_coherence,code_originality,cross_modal_consistency,learning_trajectory_slope,knowledge_boundary_breadth,conceptual_error_rate,authentic_engagement,dominant_error_type,target
Female,Central,MCA,12th Pass,Hindi,4G/Good,Yes,3,7,22.4,85.4,4.8,2,6.85,49.0,31.7,4.0,3.0,4.0,1.0,4.0,13.0,1.0,2.0,2.0,1.0,3-5/day,0.53,55.7,44.0,49.2,44.2,64.6,-0.11366666666666668,52.9,0.598,47.9,Procedural,Pass
Female,South,B.Tech,10th Pass,English,5G/Excellent,No,3,6,14.5,81.4,3.1,5,6.17,53.4,58.4,5.0,3.0,5.0,1.0,4.0,88.0,3.0,4.0,4.0,5.0,5+/day,0.79,24.4,33.9,41.0,42.2,56.4,-0.3933333333333333,48.4,0.534,39.6,Procedural,Fail
Male,South,B.Com,Below 10th,Hindi,3G/Moderate,No,2,8,14.7,82.0,6.1,4,3.87,56.0,50.8,4.0,3.0,4.0,5.0,3.0,38.0,2.0,2.0,4.0,7.0,3-5/day,0.486,59.6,42.8,30.8,47.2,72.5,-0.241,39.5,0.63,48.9,Conceptual,At-Risk
Male,North,B.Tech,Graduate,English,3G/Moderate,No,4,4,3.5,78.4,8.6,4,5.92,50.6,68.8,3.0,2.0,1.0,1.0,4.0,13.0,4.0,3.0,3.0,3.0,1-3/day,0.569,61.5,37.3,43.1,42.0,73.7,-0.09066666666666667,41.1,0.589,47.5,Conceptual,Pass
Male,North,BCA,Graduate,English,4G/Good,No,9,8,18.7,94.5,3.5,2,5.38,24.1,41.6,2.0,3.0,3.0,2.0,1.0,63.0,1.0,4.0,3.0,7.0,3-5/day,0.475,57.9,53.2,51.0,58.1,48.2,-0.24566666666666667,36.5,0.464,57.6,Conceptual,At-Risk
Female,West,B.Com,12th Pass,English,3G/Moderate,Yes,7,8,18.9,88.9,5.9,0,7.9,77.4,46.3,5.0,3.0,5.0,4.0,2.0,13.0,3.0,3.0,3.0,5.0,5+/day,0.343,60.6,65.2,67.5,72.0,84.8,0.5126666666666667,79.8,0.318,77.0,Minimal,Pass
Male,East,M.Tech,10th Pass,Regional,3G/Moderate,Yes,3,7,17.0,79.3,8.9,5,6.49,62.7,32.0,4.0,4.0,5.0,2.0,3.0,38.0,2.0,3.0,3.0,3.0,5+/day,0.438,66.6,56.9,50.1,46.3,67.4,0.22666666666666668,57.0,0.444,66.1,Language,Pass
Male,East,B.Com,12th Pass,Hindi,4G/Good,No,8,5,21.2,83.6,8.0,2,6.37,52.1,65.5,4.0,3.0,4.0,1.0,4.0,13.0,1.0,2.0,2.0,1.0,3-5/day,0.437,76.2,47.0,67.6,59.9,71.4,0.108,54.9,0.513,65.3,Conceptual,Pass
Male,North,B.Tech,10th Pass,Hindi,4G/Good,Yes,9,8,25.0,72.2,6.8,5,5.24,53.0,43.8,3.0,4.0,4.0,2.0,5.0,63.0,2.0,3.0,3.0,3.0,5+/day,0.476,50.9,59.0,43.1,54.5,67.2,0.375,47.5,0.444,62.1,Procedural,At-Risk
Male,West,B.Tech,Post-Graduate,Hindi,3G/Moderate,Yes,1,6,17.9,81.1,4.7,5,8.2,88.3,61.0,2.0,2.0,1.0,4.0,5.0,88.0,4.0,3.0,2.0,7.0,3-5/day,0.303,64.2,64.8,65.6,65.5,77.4,0.476,59.8,0.332,72.0,Procedural,Pass
Female,North,B.Tech,Graduate,English,2G/Slow,No,1,6,22.2,73.7,8.7,4,7.01,62.3,61.3,4.0,3.0,3.0,1.0,1.0,63.0,4.0,3.0,3.0,5.0,5+/day,0.498,62.8,54.5,60.3,51.1,78.6,0.15133333333333335,59.0,0.346,61.3,Minimal,At-Risk
Female,North,B.E.,10th Pass,English,4G/Good,Yes,9,6,20.6,84.3,6.2,0,6.25,52.3,74.1,3.0,1.0,3.0,4.0,4.0,63.0,3.0,3.0,3.0,5.0,5+/day,0.423,59.6,61.2,49.0,56.4,49.0,0.20566666666666666,59.6,0.644,66.3,Minimal,Pass
Male,South,MCA,10th Pass,Hindi,4G/Good,Yes,9,5,25.5,80.8,3.1,1,7.99,63.4,35.1,2.0,1.0,5.0,2.0,4.0,38.0,4.0,4.0,4.0,3.0,3-5/day,0.481,36.3,58.6,55.7,39.9,83.2,-0.15633333333333332,71.4,0.397,57.6,Procedural,At-Risk
Male,South,B.Tech,12th Pass,Hindi,4G/Good,No,7,5,21.7,79.1,8.7,3,6.45,54.8,50.4,3.0,4.0,3.0,4.0,4.0,38.0,3.0,2.0,2.0,3.0,5+/day,0.41,72.0,67.1,59.1,58.2,67.8,0.35233333333333333,57.8,0.312,66.4,Procedural,Pass
Male,North,BCA,12th Pass,Regional,4G/Good,Yes,3,4,30.8,83.7,4.9,0,9.03,69.2,85.3,4.0,1.0,3.0,2.0,4.0,38.0,4.0,3.0,3.0,3.0,5+/day,0.491,40.0,56.8,54.5,52.8,69.3,0.19366666666666665,56.6,0.491,59.6,Procedural,Pass
Male,West,B.Tech,12th Pass,English,5G/Excellent,No,4,5,19.9,85.6,11.3,5,5.27,51.9,59.1,4.0,2.0,4.0,4.0,1.0,63.0,3.0,3.0,3.0,3.0,1-3/day,0.298,53.4,57.7,56.6,73.0,47.1,-0.02033333333333333,36.6,0.51,59.7,Conceptual,Pass
Male,West,B.Tech,Graduate,Regional,4G/Good,Yes,7,4,11.4,95.1,6.2,4,6.64,80.4,58.1,3.0,3.0,4.0,2.0,5.0,63.0,3.0,4.0,3.0,1.0,5+/day,0.603,31.0,61.1,50.9,48.0,52.7,-0.014,38.8,0.508,52.5,Procedural,Pass
Male,Northeast,BCA,Graduate,English,5G/Excellent,No,9,6,26.8,91.3,7.1,1,6.68,56.2,85.3,4.0,2.0,5.0,3.0,1.0,88.0,3.0,3.0,4.0,5.0,1-3/day,0.343,69.7,67.8,79.2,52.9,58.5,0.18766666666666665,64.6,0.458,67.0,Minimal,Pass
Male,South,B.E.,12th Pass,Hindi,4G/Good,Yes,8,5,22.5,93.4,6.6,0,5.68,40.9,56.8,5.0,2.0,4.0,1.0,4.0,63.0,4.0,1.0,4.0,1.0,3-5/day,0.518,31.9,43.9,41.0,39.1,70.1,-0.17766666666666667,41.1,0.623,45.0,Procedural,At-Risk
Female,North,MCA,Graduate,Hindi,3G/Moderate,Yes,8,7,21.3,77.8,6.1,3,6.37,43.5,38.6,3.0,5.0,5.0,1.0,5.0,38.0,3.0,3.0,4.0,7.0,3-5/day,0.605,49.3,50.7,50.2,36.6,63.3,-0.2293333333333333,29.3,0.502,49.8,Conceptual,At-Risk
Female,South,B.Tech,Graduate,Regional,4G/Good,No,1,7,7.2,85.5,7.7,5,5.57,32.9,44.9,5.0,2.0,3.0,1.0,4.0,13.0,3.0,2.0,4.0,5.0,5+/day,0.664,41.4,24.5,31.2,38.2,64.8,-0.4663333333333333,20.7,0.713,32.2,Conceptual,At-Risk
Male,Central,MCA,Graduate,English,4G/Good,Yes,6,7,28.4,100.0,6.8,4,7.29,58.3,86.0,1.0,5.0,4.0,3.0,4.0,38.0,3.0,3.0,4.0,7.0,5+/day,0.205,85.4,81.5,80.0,80.6,61.1,0.4693333333333333,82.9,0.12,98.0,Minimal,Pass
Male,East,B.Tech,Post-Graduate,Hindi,4G/Good,Yes,6,5,25.0,80.8,6.6,2,7.08,55.4,64.5,4.0,4.0,3.0,2.0,4.0,38.0,3.0,3.0,3.0,7.0,5+/day,0.478,54.0,54.2,60.9,55.5,79.8,0.20233333333333334,56.2,0.459,63.0,Minimal,Pass
Female,West,B.Tech,10th Pass,Hindi,4G/Good,No,5,5,20.2,83.6,5.0,5,5.45,54.4,62.2,5.0,2.0,3.0,1.0,4.0,13.0,3.0,2.0,4.0,5.0,5+/day,0.493,48.0,56.5,37.4,42.4,76.6,0.20266666666666666,39.5,0.559,53.6,Minimal,At-Risk
Male,North,BCA,10th Pass,English,3G/Moderate,Yes,1,5,0.0,83.7,6.3,3,5.18,72.2,72.9,4.0,4.0,5.0,2.0,5.0,63.0,3.0,3.0,4.0,7.0,5+/day,0.521,44.2,42.1,48.5,48.4,61.3,-0.13566666666666666,56.7,0.467,48.9,Conceptual,At-Risk
Female,East,M.Tech,Graduate,English,4G/Good,Yes,3,7,15.6,80.8,4.7,3,5.69,60.4,88.1,4.0,5.0,4.0,3.0,5.0,88.0,3.0,3.0,4.0,7.0,5+/day,0.46,47.6,67.9,54.5,43.9,78.6,0.2776666666666667,57.4,0.565,65.6,Minimal,Pass
Female,North,B.Tech,Graduate,Regional,4G/Good,No,4,6,31.4,97.5,7.1,3,7.35,75.2,46.8,3.0,1.0,2.0,3.0,2.0,38.0,3.0,2.0,1.0,1.0,3-5/day,0.425,44.7,57.5,51.4,50.6,64.6,0.27399999999999997,58.6,0.455,64.6,Procedural,Pass
Male,East,B.Tech,Post-Graduate,English,4G/Good,No,10,8,21.3,76.7,7.0,3,6.56,80.2,57.8,5.0,3.0,4.0,2.0,4.0,63.0,3.0,4.0,4.0,7.0,5+/day,0.558,46.6,59.0,54.7,52.2,51.4,-0.10033333333333333,62.0,0.287,58.7,Minimal,At-Risk
Male,Central,B.E.,Below 10th,English,4G/Good,No,7,6,9.5,95.0,6.8,1,5.27,33.1,53.8,4.0,2.0,2.0,1.0,4.0,63.0,3.0,3.0,3.0,5.0,5+/day,0.717,26.3,37.5,23.8,24.1,66.2,-0.49500000000000005,32.7,0.723,30.4,Conceptual,Fail
Female,Central,B.Tech,12th Pass,Regional,5G/Excellent,No,5,5,14.1,91.2,8.4,5,3.84,54.8,45.6,2.0,3.0,3.0,3.0,5.0,13.0,3.0,4.0,4.0,7.0,5+/day,0.394,67.3,44.8,34.5,56.8,53.4,-0.245,38.1,0.707,53.0,Language,At-Risk
Male,East,MCA,Below 10th,Hindi,4G/Good,No,2,8,15.2,81.3,7.7,5,4.62,61.1,59.7,4.0,2.0,5.0,3.0,1.0,38.0,2.0,3.0,4.0,5.0,5+/day,0.462,66.0,61.8,48.2,52.3,86.3,-0.16766666666666666,46.0,0.382,55.5,Conceptual,Pass
Female,South,MCA,12th Pass,English,2G/Slow,No,3,8,25.9,77.1,9.6,0,7.06,54.9,77.7,5.0,2.0,3.0,2.0,3.0,63.0,4.0,3.0,3.0,7.0,5+/day,0.642,42.6,51.7,49.5,47.3,60.3,0.13,55.7,0.538,52.5,Procedural,At-Risk
Female,Central,B.Tech,10th Pass,Hindi,5G/Excellent,Yes,1,6,7.4,81.6,8.0,3,5.36,59.6,54.4,5.0,5.0,5.0,5.0,5.0,63.0,2.0,2.0,3.0,3.0,3-5/day,0.59,38.6,46.5,40.9,45.9,73.0,0.07533333333333334,43.2,0.491,52.8,Conceptual,Pass
Female,West,B.E.,Below 10th,Hindi,3G/Moderate,Yes,6,7,25.4,95.9,6.7,3,7.23,47.2,63.2,5.0,4.0,4.0,4.0,4.0,38.0,3.0,1.0,3.0,7.0,5+/day,0.374,43.7,72.6,64.8,61.7,50.4,0.15,62.2,0.403,62.4,Minimal,Pass
Male,North,MCA,Below 10th,Regional,4G/Good,No,8,4,23.5,94.9,6.1,4,6.09,49.0,33.6,3.0,2.0,4.0,1.0,3.0,63.0,3.0,3.0,3.0,5.0,Never,0.621,34.0,43.0,42.5,43.1,67.3,-0.21633333333333335,49.1,0.496,47.4,Procedural,At-Risk
Female,South,B.Tech,12th Pass,Hindi,3G/Moderate,No,4,7,33.7,91.6,4.4,2,7.99,90.9,62.2,4.0,4.0,3.0,2.0,4.0,38.0,3.0,3.0,3.0,7.0,5+/day,0.503,41.0,82.1,69.7,49.0,49.7,0.355,73.4,0.346,72.4,Minimal,Pass
Male,North,BCA,10th Pass,Regional,No Access,No,2,7,21.7,81.0,8.6,4,3.56,36.0,58.6,2.0,2.0,3.0,3.0,4.0,38.0,3.0,3.0,3.0,3.0,5+/day,0.29,52.9,35.3,62.2,46.2,22.6,0.006333333333333333,46.2,0.552,51.0,Language,At-Risk
Female,South,B.Tech,Below 10th,English,3G/Moderate,Yes,4,8,9.3,82.5,7.4,0,6.6,54.1,46.2,4.0,3.0,5.0,1.0,2.0,38.0,3.0,3.0,3.0,7.0,5+/day,0.528,54.8,44.7,50.4,38.7,80.6,0.054,43.1,0.639,55.9,Conceptual,At-Risk
Female,South,BCA,10th Pass,Hindi,4G/Good,Yes,10,5,17.7,89.5,5.8,1,5.75,43.0,69.1,4.0,4.0,3.0,2.0,4.0,38.0,3.0,3.0,3.0,1.0,3-5/day,0.464,57.0,55.8,65.8,55.0,62.7,-0.004666666666666667,60.7,0.426,60.6,Conceptual,Pass
Male,East,B.Tech,10th Pass,English,2G/Slow,No,4,5,11.1,79.2,7.0,2,4.67,48.2,30.8,4.0,3.0,4.0,1.0,4.0,63.0,3.0,3.0,4.0,5.0,3-5/day,0.631,57.9,47.7,36.5,40.9,71.4,-0.31666666666666665,31.6,0.579,43.2,Procedural,Fail
Female,South,MCA,Post-Graduate,English,3G/Moderate,No,5,8,20.7,92.1,6.7,5,6.86,49.7,68.7,5.0,4.0,4.0,1.0,4.0,63.0,4.0,3.0,2.0,1.0,5+/day,0.625,36.1,49.4,44.8,41.8,92.1,0.19366666666666665,56.0,0.385,50.2,Procedural,Pass
Female,North,B.E.,10th Pass,Hindi,4G/Good,No,3,7,30.2,83.8,6.4,4,6.74,51.9,64.3,4.0,3.0,4.0,4.0,2.0,38.0,2.0,3.0,4.0,5.0,Never,0.282,88.4,69.0,52.3,67.8,51.0,0.121,57.0,0.591,67.9,Procedural,Pass
Male,East,B.Tech,10th Pass,English,4G/Good,Yes,9,6,12.0,94.2,7.9,4,4.18,60.6,34.1,4.0,2.0,5.0,2.0,2.0,38.0,4.0,1.0,3.0,1.0,5+/day,0.393,62.7,49.9,38.5,44.5,65.6,-0.166,54.6,0.725,46.2,Conceptual,At-Risk
Male,Northeast,MCA,Graduate,Hindi,5G/Excellent,Yes,7,4,24.5,65.0,4.2,5,4.65,34.8,5.1,4.0,1.0,5.0,3.0,2.0,38.0,3.0,3.0,3.0,1.0,5+/day,0.641,51.4,36.2,27.5,36.4,59.1,-0.28933333333333333,34.8,0.825,40.7,Conceptual,Fail
Male,West,B.Tech,12th Pass,Regional,5G/Excellent,Yes,9,7,13.7,74.7,7.8,1,4.86,21.4,50.7,2.0,3.0,4.0,3.0,3.0,63.0,3.0,3.0,1.0,1.0,3-5/day,0.388,52.1,29.0,56.9,35.0,18.1,0.133,42.5,0.728,50.2,Language,Fail
Male,South,B.E.,Graduate,English,4G/Good,No,7,7,7.1,78.0,8.5,5,6.32,53.9,57.0,4.0,2.0,2.0,4.0,3.0,13.0,3.0,2.0,3.0,3.0,5+/day,0.442,43.1,60.6,44.8,46.4,65.6,-0.22266666666666668,49.9,0.46,52.2,Conceptual,Pass
Male,Central,B.E.,12th Pass,English,5G/Excellent,No,10,4,29.2,87.0,4.8,1,6.54,72.0,69.8,3.0,4.0,2.0,3.0,4.0,38.0,2.0,1.0,3.0,3.0,5+/day,0.342,66.8,72.2,70.0,54.7,89.2,0.36966666666666664,78.3,0.295,81.4,Minimal,Pass
Female,Central,B.Tech,Post-Graduate,Hindi,4G/Good,No,4,6,19.6,77.5,3.6,5,6.36,46.1,61.9,3.0,2.0,3.0,2.0,4.0,88.0,4.0,1.0,1.0,1.0,1-3/day,0.56,42.1,50.1,36.2,43.0,76.8,0.245,53.0,0.552,54.4,Procedural,Pass
Male,North,B.Com,10th Pass,Regional,4G/Good,No,5,4,21.4,100.0,7.2,2,5.43,45.9,37.1,5.0,3.0,3.0,2.0,3.0,13.0,3.0,4.0,4.0,1.0,5+/day,0.398,51.4,52.6,51.4,49.6,61.9,0.24866666666666667,47.7,0.545,64.9,Language,Pass
Male,North,MCA,Post-Graduate,Hindi,4G/Good,No,7,8,24.0,67.4,7.9,3,5.31,75.2,34.8,3.0,1.0,4.0,5.0,2.0,88.0,3.0,3.0,4.0,3.0,5+/day,0.479,50.4,61.7,51.5,55.4,62.0,-0.027333333333333334,64.4,0.351,65.4,Procedural,At-Risk
Female,West,B.Tech,Graduate,Hindi,3G/Moderate,No,6,4,6.1,94.2,5.2,1,4.99,60.2,79.9,5.0,2.0,3.0,2.0,3.0,63.0,4.0,3.0,3.0,7.0,5+/day,0.591,51.7,37.9,47.0,37.4,67.6,0.021666666666666667,19.4,0.499,53.0,Procedural,At-Risk
Male,Northeast,BCA,12th Pass,English,4G/Good,Yes,9,4,16.1,96.8,4.4,4,6.94,56.3,61.4,5.0,2.0,4.0,1.0,2.0,38.0,4.0,3.0,3.0,1.0,1-3/day,0.651,32.0,30.1,26.6,33.2,63.8,-0.15233333333333335,35.7,0.508,43.3,Procedural,At-Risk
Female,Central,B.E.,Graduate,English,4G/Good,Yes,3,7,6.5,88.0,3.7,4,5.53,55.6,49.4,2.0,4.0,4.0,5.0,4.0,13.0,4.0,3.0,3.0,1.0,5+/day,0.277,65.9,62.7,61.9,75.3,56.6,0.5499999999999999,62.3,0.36,73.1,Minimal,Pass
Male,Central,B.Com,12th Pass,Hindi,2G/Slow,No,8,7,14.3,78.2,8.1,3,3.95,44.6,39.7,5.0,2.0,2.0,3.0,3.0,63.0,4.0,3.0,3.0,5.0,3-5/day,0.617,29.2,34.3,15.8,23.5,64.6,-0.4446666666666667,31.7,0.68,42.3,Conceptual,Fail
Male,East,B.Tech,Below 10th,English,2G/Slow,Yes,10,5,26.0,81.8,6.3,3,5.84,38.5,60.2,3.0,3.0,5.0,3.0,4.0,38.0,3.0,4.0,4.0,3.0,5+/day,0.397,59.0,47.6,48.3,58.3,41.1,0.17,58.7,0.455,64.6,Procedural,At-Risk
Female,East,BCA,10th Pass,Regional,3G/Moderate,No,4,4,21.1,91.8,8.5,1,6.73,54.5,64.7,1.0,1.0,4.0,2.0,4.0,88.0,2.0,4.0,3.0,7.0,5+/day,0.418,47.8,54.1,53.1,48.6,72.0,0.36933333333333335,55.2,0.467,69.7,Language,At-Risk
Female,North,B.E.,Post-Graduate,Hindi,5G/Excellent,No,9,8,13.7,62.8,3.0,3,4.77,54.6,29.3,1.0,2.0,5.0,1.0,5.0,13.0,3.0,3.0,3.0,3.0,5+/day,0.518,49.2,38.0,28.9,31.8,74.7,0.03133333333333333,29.5,0.564,44.5,Conceptual,Fail
Female,North,B.E.,12th Pass,Hindi,5G/Excellent,Yes,1,5,18.2,74.4,6.6,4,8.23,58.8,52.0,3.0,1.0,4.0,3.0,5.0,63.0,3.0,4.0,4.0,7.0,3-5/day,0.488,55.2,44.9,44.0,54.1,74.4,0.10966666666666668,54.9,0.46,59.2,Procedural,Fail
Female,South,B.E.,10th Pass,Regional,4G/Good,Yes,5,4,17.0,75.5,8.2,1,6.05,55.3,78.3,5.0,1.0,5.0,3.0,4.0,63.0,1.0,3.0,3.0,3.0,5+/day,0.676,36.7,31.2,38.7,37.4,63.1,-0.2773333333333333,42.6,0.599,39.1,Language,At-Risk
Female,West,B.Tech,Graduate,Regional,3G/Moderate,Yes,4,7,20.2,88.5,5.1,2,6.53,35.9,64.1,4.0,4.0,4.0,2.0,5.0,63.0,3.0,4.0,1.0,5.0,3-5/day,0.721,27.2,41.2,52.9,29.2,84.9,0.12933333333333333,47.0,0.649,48.7,Language,At-Risk
Male,East,MCA,12th Pass,Hindi,3G/Moderate,No,5,8,13.6,95.1,7.6,0,4.56,62.2,37.5,4.0,4.0,3.0,1.0,3.0,63.0,3.0,4.0,3.0,3.0,5+/day,0.684,28.8,44.9,43.1,34.5,51.8,-0.21666666666666667,42.2,0.59,48.2,Conceptual,At-Risk
Male,West,B.E.,Below 10th,Regional,5G/Excellent,Yes,6,6,17.1,100.0,4.9,1,6.43,88.5,38.1,3.0,3.0,1.0,1.0,1.0,88.0,4.0,3.0,3.0,5.0,1-3/day,0.389,60.2,61.7,57.2,60.6,54.8,-0.08033333333333333,81.7,0.404,68.4,Language,Pass
Female,South,B.Com,Graduate,Regional,3G/Moderate,No,1,5,19.1,59.6,5.1,5,5.32,55.3,41.3,4.0,2.0,4.0,3.0,2.0,63.0,1.0,4.0,4.0,3.0,5+/day,0.572,60.5,49.8,45.9,44.1,64.2,-0.08766666666666667,46.7,0.475,56.2,Language,Fail
Female,East,B.Tech,Graduate,Regional,5G/Excellent,Yes,8,7,21.0,69.7,6.6,2,4.95,42.7,29.9,3.0,1.0,3.0,1.0,2.0,88.0,1.0,4.0,3.0,3.0,5+/day,0.63,42.6,28.4,22.3,24.7,64.3,-0.43366666666666664,26.7,0.735,32.6,Language,Fail
Other,North,BCA,10th Pass,Regional,4G/Good,No,3,6,19.5,77.9,5.6,4,5.65,25.4,43.2,3.0,3.0,3.0,1.0,1.0,63.0,3.0,4.0,4.0,7.0,3-5/day,0.386,56.1,28.9,38.6,46.0,22.3,-0.161,42.8,0.609,49.3,Language,At-Risk
Male,South,B.Com,Post-Graduate,Hindi,5G/Excellent,Yes,7,4,6.5,88.7,8.6,1,5.91,62.9,61.7,5.0,1.0,5.0,4.0,2.0,38.0,4.0,3.0,3.0,3.0,5+/day,0.466,69.7,51.7,48.6,65.0,74.7,0.17400000000000002,57.1,0.48,57.6,Conceptual,Pass
Male,West,BCA,10th Pass,Hindi,4G/Good,No,7,8,9.2,91.2,6.5,1,4.35,54.8,61.1,4.0,2.0,4.0,1.0,4.0,88.0,2.0,4.0,3.0,5.0,5+/day,0.701,42.2,24.3,16.7,22.3,55.5,-0.5866666666666667,33.9,0.73,29.0,Conceptual,Fail
Female,West,M.Tech,12th Pass,English,4G/Good,No,9,7,22.4,67.9,8.6,1,6.79,66.4,57.6,3.0,4.0,3.0,5.0,5.0,63.0,3.0,2.0,3.0,3.0,3-5/day,0.359,60.2,69.3,71.2,68.3,76.1,0.6943333333333334,60.0,0.321,75.4,Minimal,Pass
Male,Central,MCA,Below 10th,English,4G/Good,No,7,7,16.2,86.5,7.5,3,5.37,66.7,41.3,4.0,3.0,4.0,4.0,2.0,38.0,2.0,3.0,4.0,5.0,Never,0.363,68.4,58.8,57.4,53.8,77.9,0.019666666666666666,53.4,0.479,61.6,Procedural,Pass
Female,South,B.E.,12th Pass,English,5G/Excellent,No,8,8,14.9,51.3,5.1,3,5.86,60.9,47.6,5.0,4.0,2.0,3.0,3.0,88.0,3.0,1.0,3.0,3.0,5+/day,0.491,45.3,50.6,58.1,35.3,73.2,-0.216,54.2,0.489,53.7,Procedural,Fail
Female,East,BCA,10th Pass,English,5G/Excellent,No,4,7,16.2,85.5,6.8,4,6.18,51.8,45.5,4.0,4.0,5.0,2.0,5.0,63.0,3.0,3.0,4.0,7.0,5+/day,0.536,48.4,54.0,43.0,39.4,85.3,-0.3813333333333333,62.9,0.439,47.3,Procedural,At-Risk
Male,South,B.Tech,10th Pass,English,4G/Good,Yes,10,7,16.2,81.7,5.3,2,3.55,18.7,7.4,4.0,2.0,2.0,2.0,4.0,38.0,2.0,3.0,2.0,7.0,5+/day,0.54,51.7,30.2,25.6,34.1,36.9,-0.6106666666666667,42.3,0.707,38.2,Conceptual,Fail
Female,South,B.E.,Graduate,English,4G/Good,No,4,4,5.6,80.8,8.2,1,5.74,58.5,46.4,4.0,1.0,3.0,3.0,5.0,38.0,2.0,2.0,3.0,1.0,3-5/day,0.529,29.7,47.5,32.0,50.6,77.2,-0.004333333333333333,36.7,0.552,51.6,Conceptual,At-Risk
Female,Northeast,B.Tech,Below 10th,Regional,5G/Excellent,No,10,5,30.1,77.3,8.7,0,5.84,41.0,57.2,4.0,2.0,4.0,1.0,2.0,88.0,4.0,3.0,3.0,7.0,1-3/day,0.663,27.6,41.5,36.9,42.9,72.2,-0.3076666666666667,45.4,0.582,41.0,Language,Fail
Male,West,BCA,Graduate,Regional,5G/Excellent,No,8,6,17.2,80.9,3.9,0,6.27,65.1,63.9,4.0,2.0,5.0,3.0,1.0,88.0,3.0,3.0,4.0,5.0,1-3/day,0.617,36.5,56.5,50.0,47.0,59.1,-0.27999999999999997,44.2,0.389,49.3,Procedural,At-Risk
Female,Central,B.E.,12th Pass,English,4G/Good,Yes,4,8,18.1,85.9,7.3,0,7.4,85.6,91.5,4.0,3.0,5.0,2.0,4.0,38.0,3.0,3.0,3.0,5.0,5+/day,0.439,46.2,74.8,64.0,69.1,68.8,0.24266666666666667,70.4,0.274,73.1,Minimal,Pass
Male,North,B.E.,Post-Graduate,English,No Access,Yes,4,6,18.6,100.0,8.3,3,7.29,86.8,64.7,4.0,2.0,4.0,1.0,4.0,88.0,2.0,4.0,3.0,5.0,5+/day,0.539,46.1,49.5,57.9,41.4,50.3,0.009666666666666667,54.8,0.495,54.7,Minimal,Pass
Female,Northeast,B.Tech,12th Pass,Regional,2G/Slow,Yes,10,8,24.7,66.6,7.8,4,5.63,32.7,63.8,4.0,1.0,4.0,2.0,4.0,38.0,3.0,4.0,3.0,1.0,5+/day,0.571,66.1,36.8,39.3,48.9,51.6,-0.049666666666666665,50.1,0.639,47.1,Language,Fail
Male,North,B.Com,Below 10th,Regional,5G/Excellent,Yes,3,8,22.8,78.7,6.3,1,8.32,86.6,63.8,2.0,1.0,5.0,2.0,4.0,38.0,4.0,4.0,4.0,3.0,3-5/day,0.41,59.1,70.3,64.0,61.8,61.6,-0.06366666666666666,71.5,0.308,72.4,Language,Pass
Female,Central,B.Tech,Below 10th,Regional,2G/Slow,No,3,7,17.5,88.5,10.6,4,5.26,58.2,50.3,3.0,4.0,4.0,3.0,5.0,38.0,2.0,2.0,3.0,7.0,5+/day,0.477,61.0,51.0,57.1,55.9,71.9,-0.15666666666666665,51.3,0.432,59.1,Language,At-Risk
Male,South,B.Tech,Graduate,Regional,3G/Moderate,Yes,4,4,11.9,81.3,6.9,3,6.3,60.9,63.2,1.0,3.0,4.0,3.0,4.0,38.0,2.0,3.0,3.0,3.0,1-3/day,0.292,85.4,65.3,56.9,72.6,53.5,0.3406666666666667,58.5,0.435,72.4,Language,Pass
Male,South,B.Tech,Graduate,Regional,3G/Moderate,Yes,2,8,26.7,83.5,4.3,1,7.91,66.7,72.2,5.0,3.0,4.0,2.0,2.0,63.0,3.0,3.0,1.0,3.0,5+/day,0.474,57.2,65.5,66.6,61.3,97.6,0.4303333333333333,72.1,0.412,71.6,Minimal,Pass
Female,East,B.Com,10th Pass,English,4G/Good,No,3,6,18.4,75.0,7.5,1,5.78,36.5,78.2,2.0,2.0,3.0,2.0,3.0,63.0,3.0,3.0,2.0,7.0,5+/day,0.397,58.2,54.5,30.5,44.9,28.4,0.14866666666666667,42.1,0.704,53.4,Conceptual,At-Risk
Male,Central,B.Com,12th Pass,English,4G/Good,No,2,5,22.2,91.9,8.1,5,8.08,69.1,73.8,4.0,2.0,4.0,3.0,2.0,63.0,1.0,4.0,4.0,3.0,5+/day,0.413,57.4,61.7,61.5,54.2,73.9,-0.008,55.4,0.384,62.1,Conceptual,Pass
Male,North,BCA,12th Pass,Regional,3G/Moderate,No,6,6,10.4,55.9,7.4,4,3.93,51.0,75.2,3.0,2.0,5.0,3.0,3.0,38.0,3.0,3.0,3.0,3.0,3-5/day,0.637,49.6,32.9,27.4,41.7,67.8,-0.010333333333333333,19.1,0.606,46.2,Language,Fail
